State_And_County_FIPS_Code,CHSI_State_Name,CHSI_County_Name,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,Health_Status,LBW,VLBW,Premature,Under_18,Over_40,Late_Care,Infant_Mortality,Unmarried,Brst_Cancer,Col_Cancer,CHD,Lung_Cancer,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Exp,Salm_Rpt,Salm_Exp,Shig_Rpt,Shig_Exp,FluB_Rpt,FluB_Exp,HepA_Rpt,HepA_Exp,HepB_Rpt,HepB_Exp,Pert_Rpt,Pert_Exp,Syphilis_Rpt,Syphilis_Exp,No_Exercise,Obesity,Smoker,Diabetes,Uninsured,HPSA_Ind
29-93,Missouri,Iron,10273,19,17.6,24.2,59.1,14.8,1.9,97.4,1.7,0.2,0.1,0.6,73.3,-,8.5,1.5,13.2,5.1,0.9,21.9,7.4,36.9,18.4,29.5,288.8,85.8,14.1,2427,358,444,682,483,1,1,13,18,0,6,1,0,9,8,2,3,1,6,0,4,-,-,-,7.9,1545,2
29-95,Missouri,Jackson,662959,1096,12.3,26.4,61.4,10.5,1.7,72.6,23.4,0.5,1.5,6.6,75.2,16.0,8.1,1.6,12.3,4.4,1.8,12.2,7.5,44.8,27.8,17.7,168.1,60.3,13.3,72781,21862,12894,42752,30443,21,20,289,277,42,277,15,20,27,99,89,79,37,59,32,119,24.7,24.6,25.8,7.8,84511,2
29-97,Missouri,Jasper,110624,173,14.9,26.6,60.1,11.3,2.0,94.1,1.7,1.3,0.9,5.0,75.5,14.2,6.8,1.1,12.4,4.4,1.1,20.0,7.8,36.6,26.5,20.6,258.0,66.3,14.6,14630,2633,3712,7116,5289,3,5,68,74,140,37,2,5,24,16,17,11,4,5,2,5,29.9,25.2,27.1,8.1,15710,2
29-99,Missouri,Jefferson,213669,325,8.0,26.1,64.0,9.0,0.9,97.3,0.9,0.3,0.6,1.2,75.4,14.1,7.4,1.5,12.7,2.7,1.7,8.7,7.6,30.0,29.6,21.7,239.4,76.8,13.1,28963,6191,5587,13845,10146,6,12,75,80,45,24,4,6,1,12,12,6,20,24,0,0,26.1,19.9,31.1,5.6,19492,2
29-101,Missouri,Johnson,50784,61,11.5,26.6,63.5,8.6,1.3,91.7,4.1,0.7,1.9,2.7,77.0,16.1,6.4,1.0,10.6,2.7,1.2,10.5,5.3,25.3,23.1,17.7,229.6,49.8,10.3,4119,1175,952,3288,2930,5,5,39,29,0,5,0,2,4,5,9,5,3,7,0,2,24.6,23.8,24.5,7.0,6250,2
29-103,Missouri,Knox,4171,8,14.5,23.9,55.2,17.6,3.3,99.4,0.1,0.0,0.1,0.6,76.1,20.0,7.2,1.6,10.0,2.1,2.3,20.2,-,19.8,40.7,25.2,175.3,66.7,-,577,96,109,278,190,0,0,4,5,0,2,0,0,1,3,0,0,1,1,1,0,-,-,14.2,6.6,833,2
29-105,Missouri,Laclede,34492,45,14.3,25.4,60.1,13.0,1.5,97.2,0.6,0.5,0.4,1.6,75.6,21.5,7.4,1.3,12.1,5.1,1.3,15.8,7.1,33.9,37.9,18.3,244.3,65.3,10.6,6225,930,991,2253,1620,3,2,29,21,1,10,0,0,5,5,1,3,0,2,0,0,37.9,25.8,33.7,7.6,4650,2
29-107,Missouri,Lafayette,33108,53,10.2,24.6,59.8,13.4,2.1,96.2,2.3,0.2,0.3,1.3,76.2,17.5,6.1,0.9,10.5,4.4,1.3,9.6,5.9,32.9,30.3,24.7,210.4,63.4,-,4501,931,656,2188,1562,4,5,15,20,7,3,1,2,8,3,2,2,2,7,0,0,28.6,29.0,15.6,12.1,3429,2
29-109,Missouri,Lawrence,37127,61,13.7,26.2,58.7,12.9,2.1,97.4,0.4,0.8,0.3,4.6,75.8,23.0,6.0,1.0,11.0,5.2,1.4,15.7,10.0,29.7,26.0,20.4,169.3,57.3,15.9,5520,862,1002,2399,1743,4,2,21,23,8,11,0,0,38,5,6,4,4,2,0,0,26.2,23.5,26.0,5.2,5599,2
29-111,Missouri,Lewis,10186,20,13.3,25.0,58.0,13.9,3.1,96.0,2.7,0.3,0.4,0.8,76.5,21.8,5.6,1.0,9.4,3.2,1.0,17.5,2.6,24.6,35.1,27.4,186.5,62.0,17.5,1339,264,186,671,521,0,1,2,13,2,5,0,0,2,8,1,2,1,4,0,1,31.8,29.3,27.8,8.0,1200,2
29-113,Missouri,Lincoln,47727,76,9.0,27.2,63.2,8.4,1.3,96.4,1.9,0.4,0.2,1.5,76.3,23.2,6.7,1.2,10.4,3.6,1.8,14.9,6.2,31.6,28.5,20.8,252.9,63.5,11.4,7167,1239,809,3052,2360,7,4,21,29,37,10,1,0,3,4,1,2,3,10,0,2,-,-,-,6.2,4039,2
29-115,Missouri,Linn,13133,21,13.4,24.6,55.9,15.9,3.6,98.1,0.8,0.4,0.2,0.9,75.8,20.0,7.0,1.2,10.0,4.6,0.9,11.2,4.6,27.8,32.9,29.0,207.9,55.5,11.5,1793,546,392,867,602,0,1,12,18,0,4,0,0,5,11,3,4,2,1,0,4,36.0,24.5,26.6,6.7,1787,2
29-117,Missouri,Livingston,14291,27,12.6,23.0,57.9,15.7,3.3,96.1,2.7,0.4,0.4,1.0,76.5,21.1,7.1,1.1,10.1,5.3,1.0,7.1,11.9,33.8,34.8,15.2,249.0,56.2,9.8,1937,351,283,962,655,1,1,6,19,0,4,0,0,21,12,7,4,0,1,0,4,29.8,28.3,26.1,10.7,1514,2
29-119,Missouri,McDonald,22844,42,16.9,28.5,60.4,9.8,1.4,93.6,0.3,2.5,0.9,11.8,75.3,14.0,7.2,1.0,11.2,6.2,1.2,20.7,10.0,36.9,23.3,23.5,235.9,77.3,16.0,4432,506,879,1433,1071,1,0,12,40,11,21,0,0,51,8,9,6,2,0,0,19,25.9,18.4,-,2.9,4550,1
29-121,Missouri,Macon,15600,19,12.1,23.6,57.7,15.6,3.1,96.1,2.5,0.4,0.2,0.9,75.8,20.2,7.2,1.3,11.5,4.9,1.9,15.0,7.7,29.9,28.3,26.2,215.1,54.2,12.0,2398,409,328,1042,711,0,3,17,17,59,5,2,0,1,6,2,2,8,3,0,0,27.5,25.8,23.4,8.0,1971,2
29-123,Missouri,Madison,12151,24,15.0,23.1,59.3,15.3,2.2,99.0,0.2,0.1,0.3,0.9,73.3,25.6,7.2,1.4,10.5,6.7,0.9,17.1,7.1,31.6,28.6,25.3,269.2,88.3,12.3,2634,374,385,817,572,0,0,10,17,1,6,0,0,2,6,4,2,0,2,0,5,-,-,-,6.0,1698,2
29-125,Missouri,Maries,8989,17,12.2,24.4,60.1,13.8,1.7,98.2,0.4,0.6,0.1,1.3,75.8,-,7.1,1.2,9.5,3.5,1.5,20.7,4.5,26.9,38.7,21.1,156.0,59.9,17.0,1559,226,247,595,421,1,1,7,11,41,4,0,0,1,7,0,2,0,3,0,1,18.1,-,-,4.1,1269,1
29-127,Missouri,Marion,28375,65,12.6,26.0,58.4,13.2,2.4,93.2,4.9,0.3,0.4,1.1,75.9,17.4,8.1,1.9,11.7,3.7,1.5,11.2,5.0,38.0,31.0,27.9,153.9,64.6,-,3856,760,734,1841,1334,0,1,17,18,7,8,0,0,2,4,0,3,4,1,0,0,29.5,24.9,26.6,8.0,2849,2
29-129,Missouri,Mercer,3595,8,12.1,22.0,57.7,16.4,4.0,98.9,0.2,0.8,0.1,0.4,76.7,25.0,7.4,1.7,9.5,4.8,1.4,13.1,13.5,23.3,-,22.8,197.5,44.0,29.9,442,79,73,245,166,0,0,8,4,1,2,1,0,2,2,0,0,0,1,0,0,-,-,23.1,11.1,418,1
29-131,Missouri,Miller,24712,42,13.4,24.7,60.3,13.0,2.0,98.2,0.3,0.5,0.2,1.0,75.8,19.6,6.7,1.0,11.1,5.1,1.2,17.4,4.3,31.2,19.9,24.5,198.1,63.2,14.1,4348,755,648,1629,1162,1,5,63,33,27,14,1,0,22,14,5,5,1,5,0,7,26.7,23.9,36.3,5.9,3592,2
29-133,Missouri,Mississippi,13599,33,20.5,25.1,60.3,12.5,2.2,77.9,20.7,0.4,0.4,1.2,72.7,-,10.8,1.6,17.2,11.5,0.7,20.1,9.9,54.3,36.4,22.3,318.8,78.9,17.1,3524,422,552,892,639,0,0,33,24,29,11,1,0,4,5,4,4,2,1,10,14,-,-,-,4.6,2394,1
29-135,Missouri,Moniteau,15084,36,10.5,24.8,62.3,10.8,2.2,95.4,3.4,0.3,0.4,3.1,75.4,13.9,7.0,0.9,10.1,3.7,1.2,20.6,8.2,23.3,19.7,18.8,191.3,50.9,9.1,2258,390,282,993,717,0,3,16,16,6,4,0,0,2,6,4,1,0,4,0,0,21.6,20.7,-,13.4,1823,2
29-137,Missouri,Monroe,9379,15,10.0,24.2,58.4,14.5,2.9,95.3,3.7,0.5,0.1,0.8,76.5,25.1,7.3,1.3,12.3,3.6,1.9,15.9,4.0,24.6,21.0,28.6,158.3,63.0,17.2,1358,248,193,622,439,0,2,8,10,1,3,0,0,0,4,0,1,0,3,0,0,31.2,27.0,33.9,13.1,1024,2
29-139,Missouri,Montgomery,12166,23,11.9,24.1,58.5,14.6,2.8,96.3,2.1,0.1,0.6,0.9,75.7,-,6.6,1.3,10.8,5.1,1.4,20.7,6.9,34.9,19.1,19.8,194.8,61.1,22.7,2391,361,251,809,574,1,2,12,17,7,7,0,0,4,7,1,2,1,2,0,4,-,-,-,9.6,1549,2
29-141,Missouri,Morgan,20436,34,14.8,23.0,56.7,18.3,2.0,98.0,0.5,0.6,0.2,0.9,75.4,18.4,6.3,0.9,9.6,5.0,1.3,27.8,10.3,28.2,27.6,21.6,204.8,71.7,17.3,3648,596,632,1375,932,6,2,32,24,8,6,2,0,30,15,5,6,3,2,0,6,33.6,24.6,29.3,11.9,3484,2
29-143,Missouri,New Madrid,18566,27,18.7,25.1,59.0,13.7,2.2,84.4,14.7,0.1,0.2,0.8,72.7,25.2,9.4,1.6,15.3,9.3,0.8,20.9,9.1,47.9,25.9,20.3,332.3,76.8,16.7,4583,615,632,1217,852,1,0,38,34,28,12,2,0,7,6,15,6,4,2,10,16,-,23.0,29.5,12.7,3129,1
29-145,Missouri,Newton,55554,89,12.2,25.5,60.6,12.3,1.6,94.0,0.8,2.1,1.2,2.8,76.0,18.2,6.2,1.2,11.5,4.5,1.6,19.6,9.0,30.4,31.4,21.4,209.2,62.4,9.4,7468,1381,1069,3627,2617,2,5,30,37,15,13,0,0,7,5,4,3,2,13,1,3,25.0,26.5,24.2,6.1,7793,2
29-147,Missouri,Nodaway,21710,25,11.5,21.9,64.3,11.4,2.4,96.3,1.8,0.3,1.2,0.8,79.3,15.6,5.4,1.0,9.6,2.2,1.2,11.0,3.1,20.3,25.6,16.6,190.8,52.6,13.0,1588,448,524,1499,1429,0,2,13,28,4,7,1,0,3,18,5,7,0,2,0,7,25.6,25.9,18.0,6.8,1733,2
29-149,Missouri,Oregon,10403,13,18.5,23.0,58.6,15.9,2.5,95.3,0.1,2.5,0.2,1.2,74.3,-,6.5,0.8,10.6,4.6,1.2,15.0,6.8,26.5,32.5,19.7,198.8,61.5,20.2,2029,228,477,700,482,0,1,8,13,6,5,0,0,13,9,2,3,0,2,0,1,-,-,-,6.7,2268,1
29-151,Missouri,Osage,13485,22,8.4,25.6,59.8,12.6,2.0,99.1,0.2,0.1,0.1,0.6,75.8,18.5,4.8,0.9,9.1,2.0,0.9,13.9,8.4,19.1,18.7,22.9,201.0,37.0,13.9,2200,357,258,880,645,2,6,23,17,4,5,2,0,2,3,0,0,1,3,0,0,15.1,16.7,-,9.9,956,2
29-153,Missouri,Ozark,9490,13,18.1,20.8,58.4,18.9,2.0,98.5,0.2,0.5,0.0,1.1,75.2,-,7.0,0.9,10.6,5.2,1.1,19.6,3.2,25.2,28.2,30.4,216.5,76.1,-,1835,243,310,656,438,2,1,10,12,5,5,0,0,36,8,0,3,1,2,0,1,-,-,-,14.4,1939,1
29-155,Missouri,Pemiscot,19412,39,23.1,30.3,55.7,11.9,2.0,73.7,25.3,0.2,0.4,1.8,70.9,29.5,11.7,2.0,17.6,11.6,0.6,26.1,12.3,61.0,22.5,22.6,409.8,86.7,14.0,5024,632,694,1188,899,1,0,65,37,23,16,0,0,15,8,10,6,4,2,15,20,44.8,30.1,28.8,12.9,4265,2
29-157,Missouri,Perry,18571,39,9.6,25.0,59.4,13.3,2.3,98.4,0.2,0.3,0.8,0.8,77.3,18.8,6.3,1.0,9.5,4.2,1.0,6.5,5.6,28.8,17.8,31.5,236.8,48.8,12.2,3651,420,351,1220,849,6,9,16,25,3,11,0,0,4,5,1,0,0,5,0,0,24.7,25.3,26.9,10.2,1491,2
29-159,Missouri,Pettis,40121,59,12.8,26.3,58.5,13.0,2.2,94.2,3.0,0.6,0.6,6.0,75.5,15.7,8.3,1.6,12.7,4.4,1.1,16.0,9.3,34.8,23.3,21.0,162.7,76.8,16.1,5765,1161,1232,2592,1859,0,6,18,24,2,4,0,2,4,4,2,2,5,8,0,0,24.4,20.3,28.4,4.5,5800,2
29-161,Missouri,Phelps,42125,63,14.1,24.0,62.3,11.8,1.9,94.0,1.9,0.5,2.1,1.6,75.4,21.5,9.1,1.8,13.3,4.0,1.3,13.7,7.6,31.6,22.9,16.4,208.5,64.2,11.8,5572,982,964,2812,2287,5,2,27,28,1,8,1,0,6,4,4,4,1,2,0,2,29.3,22.0,26.9,7.4,5632,2
29-163,Missouri,Pike,18762,28,14.3,22.9,62.7,12.2,2.2,90.4,8.6,0.3,0.2,2.5,76.3,19.9,6.9,1.2,11.3,5.8,2.2,19.0,7.5,34.8,29.1,26.5,174.4,53.9,15.5,3075,474,402,1266,910,2,4,20,25,9,11,0,0,13,11,3,4,2,4,1,5,25.5,24.2,22.4,8.7,2339,2
29-165,Missouri,Platte,82085,195,5.5,24.5,66.0,8.4,1.2,91.9,4.4,0.4,1.9,3.9,78.6,10.3,6.1,1.1,10.1,1.7,2.5,8.2,7.2,22.6,24.2,18.6,161.6,56.7,11.1,4541,2051,1398,5420,3855,4,4,11,53,8,15,0,4,9,8,2,8,5,15,0,4,22.2,24.5,20.6,5.6,6339,2
29-167,Missouri,Polk,28892,45,15.0,25.9,58.9,13.2,2.0,97.4,0.5,0.7,0.5,1.7,75.8,20.7,6.5,1.5,10.6,3.6,1.4,13.1,5.1,26.0,24.0,22.0,149.3,60.8,13.2,4124,660,784,1884,1488,0,1,17,18,2,5,0,1,3,4,4,3,2,8,0,1,29.2,17.2,23.9,13.6,4257,2
29-169,Missouri,Pulaski,44187,81,12.3,31.2,61.0,7.0,0.8,80.8,12.6,0.9,2.7,6.4,75.2,19.3,7.4,1.3,12.0,3.9,1.2,11.1,9.0,25.2,32.6,21.4,237.8,79.1,-,3581,914,940,2714,2572,5,2,31,36,3,15,0,0,4,4,3,4,3,6,4,4,29.3,24.5,32.9,7.5,5788,1
29-171,Missouri,Putnam,5168,10,13.8,23.7,55.8,17.2,3.3,99.7,0.0,0.0,0.2,0.6,76.7,17.6,7.7,1.2,8.9,4.8,0.7,11.4,1.8,26.9,-,30.0,218.9,53.5,-,729,120,117,346,230,0,1,2,7,0,3,3,0,1,5,0,2,2,1,0,1,-,-,-,6.1,798,1
29-173,Missouri,Ralls,9761,21,9.0,22.5,63.5,12.2,1.8,98.4,1.1,0.1,0.1,0.6,76.3,19.3,6.2,0.9,9.2,4.2,0.7,11.3,8.7,24.9,32.5,22.6,118.9,65.6,14.6,1446,304,196,662,467,1,2,3,10,0,3,0,0,3,4,0,1,1,3,0,0,24.0,24.7,30.0,7.8,910,2
29-175,Missouri,Randolph,25336,53,13.5,24.4,61.7,11.7,2.2,91.5,6.8,0.3,0.5,1.5,74.8,24.0,9.6,1.5,14.4,4.9,0.9,13.4,7.4,38.3,26.0,20.0,178.9,51.0,15.1,3902,669,574,1675,1196,2,2,25,32,20,10,1,2,12,5,9,5,1,5,0,5,31.4,34.3,24.0,9.9,2957,2
29-177,Missouri,Ray,24101,42,8.4,25.8,61.4,11.2,1.6,97.0,1.5,0.3,0.2,1.3,75.6,17.2,7.0,1.3,10.2,4.2,1.2,13.9,4.9,31.2,27.1,22.1,216.0,70.9,14.6,3273,644,561,1569,1158,2,7,11,28,4,21,0,0,26,9,8,2,1,7,0,0,32.0,31.9,36.3,8.2,2121,2
29-179,Missouri,Reynolds,6585,8,18.1,21.9,59.8,16.2,2.1,96.9,0.7,0.8,0.1,0.9,74.9,-,8.4,1.4,11.7,7.5,1.8,24.2,10.9,31.5,-,19.3,224.4,66.3,13.8,1619,205,258,450,307,1,1,3,11,0,11,1,0,2,7,1,1,2,1,0,1,-,-,-,8.4,1282,2
29-181,Missouri,Ripley,13851,22,19.1,23.9,59.0,15.1,2.0,97.1,0.1,1.3,0.4,1.3,74.3,22.9,8.9,1.3,15.1,7.5,1.6,19.6,7.1,32.2,20.9,23.8,256.7,69.4,16.2,3599,391,522,923,649,0,1,9,23,5,8,2,0,3,9,4,4,2,8,0,5,-,-,-,12.7,2670,2
29-183,Missouri,St. Charles,329940,589,4.9,27.1,63.3,8.7,0.9,93.5,3.5,0.2,1.5,2.0,78.2,9.4,6.1,1.2,10.8,1.6,2.4,6.2,6.7,20.4,26.8,19.8,169.5,60.6,9.5,23078,7435,3426,21113,15897,16,9,126,109,69,55,1,9,10,18,8,18,13,27,0,9,19.5,20.9,21.0,5.7,21933,2
29-185,Missouri,St. Clair,9686,14,16.7,21.1,57.2,18.9,2.8,97.9,0.4,0.5,0.5,1.0,75.8,-,6.5,1.1,10.8,5.9,0.6,17.7,7.2,32.7,21.6,19.6,214.2,75.4,15.3,1880,251,300,668,443,0,1,10,12,4,5,0,0,18,8,4,3,0,2,0,1,-,-,-,-,1623,2
29-186,Missouri,Ste. Genevieve,18198,36,8.8,23.9,61.5,12.8,1.8,98.2,1.0,0.3,0.2,0.7,77.3,21.3,6.1,0.6,10.6,3.5,1.2,10.9,3.6,26.7,29.8,14.7,187.7,44.7,17.6,3222,511,530,1215,885,8,5,42,21,3,16,0,0,0,7,2,2,2,5,1,0,20.5,-,-,6.3,1295,2
29-187,Missouri,St. Francois,61661,137,14.3,22.5,63.5,12.4,1.6,95.2,3.2,0.4,0.5,1.0,73.6,24.3,7.7,1.1,12.3,4.6,0.7,15.6,8.3,37.1,27.4,27.2,260.8,80.5,14.4,11686,1803,2239,4178,2987,2,3,39,39,11,20,2,3,6,8,22,6,7,3,0,3,29.9,30.9,30.5,10.7,6452,2
29-189,Missouri,St. Louis,1004666,1978,8.6,24.7,61.2,12.2,1.9,74.3,21.3,0.2,2.9,1.7,77.4,12.1,8.6,1.7,13.9,2.6,3.1,7.9,8.4,31.3,28.2,21.3,216.0,55.0,10.5,81339,28449,22672,66298,47188,39,30,510,274,280,152,24,0,30,122,60,91,72,91,26,122,19.6,20.6,19.6,5.3,81592,2
29-195,Missouri,Saline,23075,31,13.3,24.8,59.6,12.9,2.7,92.5,5.4,0.4,0.6,5.7,75.3,20.3,7.7,1.3,12.7,4.9,0.9,12.6,9.4,39.1,28.8,24.6,260.5,52.4,11.5,3905,603,611,1525,1165,2,2,39,30,27,7,2,0,48,19,2,7,5,2,1,7,31.0,26.3,33.2,11.4,2981,2
29-197,Missouri,Schuyler,4308,14,13.6,22.6,57.2,16.8,3.5,98.8,0.0,0.1,0.2,0.7,76.1,-,8.3,1.5,12.4,4.1,-,13.9,11.8,25.4,-,32.4,149.5,51.2,-,565,134,107,292,198,2,0,4,5,0,2,1,0,0,3,0,0,0,1,0,0,-,15.3,-,6.2,636,2
29-199,Missouri,Scotland,4928,11,13.0,26.8,55.8,14.7,2.8,99.4,0.2,0.0,0.2,0.8,76.1,-,5.3,1.3,8.8,2.1,1.6,28.7,5.0,15.7,-,28.3,186.6,57.1,19.0,741,97,103,317,236,1,0,1,6,7,2,0,0,0,4,0,1,0,1,0,0,-,-,18.0,5.7,877,2
29-201,Missouri,Scott,41143,98,14.6,26.8,59.4,11.8,2.0,87.2,11.6,0.2,0.3,1.3,74.9,21.9,10.2,2.0,16.3,5.6,0.7,13.7,12.6,41.6,32.7,23.2,199.9,80.0,9.6,7338,1180,1184,2641,1911,2,2,38,34,36,14,0,0,2,4,7,4,5,6,2,4,37.2,27.8,29.6,6.8,5611,2
29-203,Missouri,Shannon,8367,8,21.1,24.1,61.0,13.2,1.7,95.7,0.2,1.6,0.1,1.0,74.9,-,8.3,1.1,11.1,6.3,1.3,15.9,11.8,25.8,30.6,18.9,230.4,81.9,-,1833,283,328,556,401,3,1,5,13,10,13,0,0,0,9,2,2,1,2,0,1,-,-,-,10.1,2070,1
29-205,Missouri,Shelby,6744,13,13.5,23.5,57.5,15.5,3.5,98.3,1.1,0.3,0.2,0.7,76.5,14.7,7.2,0.9,11.1,4.2,0.8,13.6,1.4,25.4,23.8,25.8,215.6,48.9,-,874,165,132,452,322,1,1,5,8,0,3,0,0,0,4,0,1,1,1,0,0,-,23.3,-,8.9,958,1
29-207,Missouri,Stoddard,29714,36,14.9,23.2,59.6,14.6,2.7,97.5,1.2,0.3,0.1,1.0,75.2,22.2,9.9,1.6,15.5,3.8,0.7,13.3,9.4,31.3,24.1,27.2,194.9,68.7,13.4,6847,919,1074,2000,1391,0,1,25,19,0,6,0,1,3,4,1,3,5,9,1,1,36.0,29.4,30.0,7.8,4118,2
29-209,Missouri,Stone,30931,67,12.7,20.7,58.7,19.1,1.6,97.7,0.3,0.7,0.3,1.6,76.7,20.9,7.5,1.3,11.7,5.8,1.7,16.6,11.8,32.2,23.7,21.3,168.3,62.2,10.6,4425,1233,826,2140,1386,1,3,19,17,3,3,0,0,5,3,4,3,4,4,0,1,29.5,21.8,19.2,8.4,4339,2
29-211,Missouri,Sullivan,6907,11,14.7,24.7,57.2,14.6,3.5,98.5,0.8,0.3,0.2,11.7,76.7,-,8.5,1.7,13.5,4.9,1.3,17.2,6.9,34.0,-,16.6,164.4,57.1,-,1310,184,179,455,308,0,1,10,8,4,3,0,0,5,4,0,1,0,1,0,0,-,-,22.0,12.3,1331,2
29-213,Missouri,Taney,42985,68,13.2,23.3,60.0,14.9,1.9,96.7,0.9,0.7,0.6,3.1,76.7,17.4,6.4,1.2,10.1,4.2,1.7,23.2,6.2,34.8,25.3,17.0,212.5,67.4,10.0,5428,2187,946,2883,2052,1,4,20,24,3,4,0,0,14,4,18,4,1,6,0,2,21.2,21.7,23.7,7.8,6965,2
29-215,Missouri,Texas,24614,21,18.4,22.6,60.0,15.2,2.2,94.5,2.4,1.0,0.3,1.1,74.9,30.7,8.0,1.3,12.0,6.5,1.1,14.3,9.9,32.3,25.2,20.4,242.1,59.2,13.5,4873,667,875,1666,1169,7,2,27,39,6,14,0,0,40,16,7,7,2,14,1,9,29.8,21.2,29.3,10.2,4560,2
29-217,Missouri,Vernon,20441,25,15.0,26.7,57.6,13.3,2.4,97.2,0.8,0.7,0.5,1.4,75.3,20.3,6.8,1.4,10.4,5.6,1.3,13.8,13.2,32.5,18.5,21.9,244.3,59.3,15.1,3153,490,521,1319,969,1,4,24,28,15,12,0,0,32,12,12,4,0,4,0,6,25.8,21.6,-,8.3,2964,2
29-219,Missouri,Warren,28764,67,9.1,25.1,62.2,11.3,1.4,96.3,2.3,0.3,0.2,2.1,75.9,12.3,6.1,1.0,10.4,4.0,1.8,16.5,4.1,30.4,30.9,21.3,223.8,60.8,19.3,3910,781,543,1889,1392,3,7,21,29,29,21,1,0,16,10,4,2,4,7,0,0,-,-,13.8,7.0,2343,1
29-221,Missouri,Washington,24032,32,18.3,25.2,62.8,10.9,1.1,95.5,2.7,0.7,0.2,1.0,73.4,31.6,8.4,1.4,12.2,7.9,0.6,17.6,6.0,41.6,17.6,24.6,385.3,83.2,12.1,5933,884,696,1574,1165,0,0,33,39,3,14,0,0,15,7,12,7,8,2,4,18,33.1,29.3,34.3,8.8,3807,1
29-223,Missouri,Wayne,13097,17,19.9,22.9,57.1,17.8,2.3,97.6,0.4,0.4,0.2,0.5,74.9,28.7,9.9,1.8,13.7,7.3,1.3,18.0,16.0,35.5,21.6,22.3,199.7,83.3,15.4,3689,390,565,884,605,2,1,9,17,1,7,0,0,0,12,3,4,3,3,0,1,34.5,20.3,-,9.1,2507,1
29-225,Missouri,Webster,34745,59,13.9,27.1,61.1,10.3,1.4,96.9,1.2,0.7,0.3,1.2,76.5,14.5,5.5,0.9,11.5,3.5,2.2,22.7,8.2,20.0,20.2,21.2,244.5,57.9,12.8,5655,745,939,2220,1655,15,2,19,27,8,11,0,0,8,3,7,3,1,5,0,3,29.0,24.0,32.2,5.1,5206,2
29-227,Missouri,Worth,2174,8,13.2,21.6,56.5,17.9,4.0,98.7,0.6,0.5,0.0,0.3,77.0,-,4.6,-,8.3,5.4,-,13.3,-,31.3,-,28.9,188.1,47.3,-,302,47,40,149,104,0,0,0,3,0,1,0,0,3,2,0,1,0,0,0,0,-,-,15.6,-,345,2
29-229,Missouri,Wright,18306,27,18.7,26.1,57.2,14.6,2.1,97.9,0.5,0.6,0.2,1.1,75.2,24.1,6.4,1.0,10.2,6.7,1.2,13.0,7.9,29.3,19.4,21.2,254.2,71.3,12.1,3496,522,574,1186,855,3,0,28,32,3,14,1,0,31,7,5,5,3,2,1,18,32.5,25.7,24.7,8.1,3456,2
29-510,Missouri,St. Louis City,344362,5561,21.3,26.6,61.2,10.0,2.2,45.6,50.7,0.3,2.1,2.4,70.8,18.8,11.7,2.5,19.2,7.0,1.7,16.6,12.8,65.0,28.2,24.8,264.9,71.9,13.1,64058,13095,11338,22161,16375,10,10,184,178,185,136,7,10,21,42,62,42,59,42,46,21,28.5,29.7,27.0,10.2,63623,2
30-1,Montana,Beaverhead,8773,2,15.7,23.4,61.1,12.8,2.7,97.4,0.2,1.6,0.2,3.3,77.7,11.8,7.5,1.0,12.2,3.4,1.8,17.9,5.6,21.2,25.8,14.0,105.6,59.6,29.6,614,172,194,640,510,3,1,11,9,0,9,0,1,9,10,0,2,2,1,0,0,20.7,20.5,10.7,7.9,1515,2
30-3,Montana,Big Horn,13149,3,24.0,33.3,57.4,8.3,1.1,35.8,0.1,61.4,0.4,4.1,72.8,17.2,6.6,1.1,11.0,8.6,2.0,31.3,7.7,52.9,25.9,18.7,129.8,64.4,15.7,1775,455,265,836,711,1,1,4,15,2,40,1,1,13,20,2,4,1,4,0,1,29.9,32.6,30.7,9.4,3404,1
30-5,Montana,Blaine,6629,2,22.2,30.3,57.1,11.0,1.6,50.4,0.3,48.0,0.2,1.5,76.8,17.4,6.1,0.9,11.8,7.0,1.5,31.2,7.3,55.7,28.3,-,161.3,50.0,29.7,851,128,328,440,358,1,1,34,8,88,22,0,1,9,11,0,2,0,2,0,1,27.5,26.5,33.7,8.0,1672,2
30-7,Montana,Broadwater,4517,4,13.0,20.5,60.2,16.8,2.5,97.9,0.4,1.2,0.2,1.4,77.7,24.5,4.6,-,8.1,2.9,2.4,13.9,-,26.7,-,21.1,164.1,70.0,27.0,485,87,93,339,223,1,0,4,3,0,2,0,0,1,3,0,1,0,2,0,0,26.7,21.4,19.3,8.4,712,1
30-9,Montana,Carbon,9902,5,11.2,20.4,63.2,13.4,2.9,98.4,0.2,0.6,0.3,2.0,79.3,10.3,6.6,0.8,10.3,3.1,3.2,16.9,8.8,20.5,-,15.3,110.5,45.9,11.8,850,190,215,743,499,1,3,4,10,1,2,0,0,5,4,0,1,2,2,0,0,21.2,17.2,20.2,3.6,1554,2
30-11,Montana,Carter,1320,0,12.2,19.9,60.7,16.4,3.0,99.2,0.1,0.4,0.3,0.7,77.5,-,6.3,-,7.9,-,4.0,25.4,-,16.7,-,-,245.5,-,-,159,25,23,100,71,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,-,-,-,-,326,2
